habit_id,student_id,study_hours_weekly,study_location,preferred_study_time,study_method,procrastination_level,organization_level,uses_study_aids,academic_term,academic_year,country
NGA_HAB_00091127,NGA_STU_00064165,9.9,Home,Afternoon,Group Study,4.0,3.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00000690,NGA_STU_00025289,6.3,Online,Afternoon,Note-taking,2.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00077729,NGA_STU_00073107,6.5,Study Group,Evening,Reading,5.0,4.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00036096,NGA_STU_00066326,4.0,Library,Morning,Practice Problems,4.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00065351,NGA_STU_00065578,11.5,Study Group,Variable,Reading,5.0,1.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00011040,NGA_STU_00079064,14.8,Home,Afternoon,Group Study,4.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00004221,NGA_STU_00076721,7.6,Study Group,Evening,Group Study,4.0,2.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00000821,NGA_STU_00013456,6.3,Study Group,Afternoon,,3.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00038128,NGA_STU_00004263,12.8,Home,Evening,Note-taking,3.0,5.0,False,,2024/2025,Nigeria
NGA_HAB_00089151,NGA_STU_00017934,2.7,Home,Evening,Video Tutorials,1.0,2.0,True,,,Nigeria
NGA_HAB_00029231,NGA_STU_00078513,,Library,Morning,Reading,3.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00050556,NGA_STU_00099171,3.0,Study Group,Evening,Note-taking,2.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00033684,NGA_STU_00014859,6.7,Study Group,Morning,Reading,3.0,3.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00058753,NGA_STU_00025312,1.7,Home,Afternoon,Reading,2.0,4.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00027022,NGA_STU_00089116,9.1,Library,,Note-taking,4.0,4.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00036905,NGA_STU_00063784,17.8,Library,Afternoon,Reading,2.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00000270,NGA_STU_00021918,4.0,Study Group,Variable,Note-taking,4.0,5.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00008866,NGA_STU_00007265,8.8,Online,Afternoon,Flashcards,4.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00015006,NGA_STU_00010857,9.1,Home,Night,Group Study,2.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00004688,NGA_STU_00016193,5.5,Library,Afternoon,,3.0,5.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00081995,NGA_STU_00093255,7.1,Home,Afternoon,Reading,5.0,5.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00084372,NGA_STU_00040978,9.8,Online,Morning,Group Study,1.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00002514,NGA_STU_00031750,,Online,Morning,Practice Problems,3.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00036399,NGA_STU_00093386,7.9,Library,Afternoon,Reading,2.0,2.0,True,,2023/2024,Nigeria
NGA_HAB_00038868,NGA_STU_00049266,4.4,Library,Night,Practice Problems,4.0,5.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00058244,NGA_STU_00048373,13.0,Online,Evening,Flashcards,3.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00030409,NGA_STU_00091512,,Study Group,Night,Group Study,2.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00054794,NGA_STU_00045649,11.2,Library,Evening,Note-taking,5.0,2.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00019263,NGA_STU_00059618,25.3,Home,Afternoon,Video Tutorials,3.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00083909,NGA_STU_00073207,14.5,Cafe,Evening,Note-taking,2.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00026973,NGA_STU_00031238,8.9,Home,Evening,Group Study,4.0,3.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00007129,NGA_STU_00011695,6.5,Classroom,Afternoon,Reading,2.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00007144,NGA_STU_00047766,9.0,,Night,Note-taking,1.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00045465,NGA_STU_00080709,8.2,Study Group,Evening,Practice Problems,4.0,5.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00001966,NGA_STU_00065641,7.6,Home,Evening,Reading,4.0,2.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00015152,NGA_STU_00050022,16.3,Library,Variable,Note-taking,2.0,5.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00019113,NGA_STU_00017388,7.4,Library,Afternoon,Practice Problems,4.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00076206,NGA_STU_00066196,14.7,Home,Evening,Note-taking,5.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00032141,NGA_STU_00014959,4.9,Home,Night,Reading,1.0,1.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00021934,NGA_STU_00067787,11.9,Classroom,Evening,Video Tutorials,4.0,3.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00040359,NGA_STU_00026870,9.7,Cafe,Evening,Reading,4.0,4.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00053841,NGA_STU_00014125,2.1,Library,Evening,Group Study,4.0,3.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00009162,NGA_STU_00098644,3.4,Classroom,Afternoon,Practice Problems,3.0,5.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00087843,NGA_STU_00012779,4.2,Study Group,Morning,Reading,4.0,1.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00037629,NGA_STU_00071520,4.7,Study Group,Afternoon,Note-taking,2.0,1.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00083304,NGA_STU_00097076,9.6,Study Group,Morning,Note-taking,3.0,5.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00066269,NGA_STU_00060452,9.8,,Evening,Practice Problems,4.0,4.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00034653,NGA_STU_00059440,14.3,Study Group,Afternoon,Reading,4.0,5.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00041962,NGA_STU_00090688,9.3,Study Group,Evening,Note-taking,3.0,2.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00039590,NGA_STU_00086143,9.0,Study Group,Night,Group Study,5.0,4.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00081035,NGA_STU_00060178,5.3,Home,Evening,Video Tutorials,5.0,5.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00010980,NGA_STU_00057893,8.2,Study Group,Night,Reading,3.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00056299,NGA_STU_00071869,3.6,Library,Evening,Reading,5.0,4.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00061548,NGA_STU_00086296,5.9,Online,Night,Note-taking,3.0,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00088400,NGA_STU_00023004,9.7,Study Group,Evening,Practice Problems,4.0,5.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00044323,NGA_STU_00038154,5.5,Home,Variable,Note-taking,4.0,5.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00055207,NGA_STU_00033125,7.2,Home,Afternoon,Video Tutorials,4.0,3.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00053527,NGA_STU_00081791,3.3,Study Group,Morning,Practice Problems,4.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00026970,NGA_STU_00096794,12.7,Library,Variable,Note-taking,3.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00073217,NGA_STU_00062810,4.9,Home,Variable,Note-taking,2.0,2.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00065890,NGA_STU_00037481,7.7,Home,Evening,Group Study,4.0,2.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00042221,NGA_STU_00085902,4.1,Home,Evening,Note-taking,4.0,3.0,False,,2023/2024,Nigeria
NGA_HAB_00097865,NGA_STU_00016351,10.2,Cafe,Afternoon,Group Study,2.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00012250,NGA_STU_00028900,9.0,Library,Evening,Video Tutorials,4.0,2.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00069436,NGA_STU_00087425,10.0,Library,Morning,Group Study,2.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00038432,NGA_STU_00046147,,Library,Evening,Reading,5.0,5.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00040889,NGA_STU_00070013,7.5,Study Group,Evening,Video Tutorials,2.0,2.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00030998,NGA_STU_00084698,11.4,Library,Afternoon,Group Study,3.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00056145,NGA_STU_00050711,4.8,Library,Morning,Practice Problems,3.0,4.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00095413,NGA_STU_00052709,6.8,Home,Evening,Note-taking,3.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00022155,NGA_STU_00061457,14.1,Study Group,Afternoon,Note-taking,1.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00017613,NGA_STU_00018179,2.8,Library,Night,Reading,3.0,2.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00056443,NGA_STU_00042440,15.9,Classroom,Evening,Practice Problems,3.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00098399,NGA_STU_00078342,11.6,Home,Evening,Group Study,3.0,4.0,True,Term 1,,Nigeria
NGA_HAB_00024052,NGA_STU_00049545,3.2,Home,,Practice Problems,3.0,,False,Term 1,2024/2025,Nigeria
NGA_HAB_00050242,NGA_STU_00076855,4.6,Home,Evening,Note-taking,4.0,5.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00058998,NGA_STU_00040270,1.1,Online,Morning,Reading,1.0,3.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00031344,NGA_STU_00052236,15.2,Home,Morning,Note-taking,3.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00061241,NGA_STU_00089157,6.8,Home,Evening,Flashcards,4.0,2.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00092529,NGA_STU_00078988,13.8,Classroom,Morning,Note-taking,3.0,2.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00080828,NGA_STU_00078512,10.6,Library,Night,Reading,1.0,4.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00051725,NGA_STU_00039579,5.2,Home,Afternoon,Reading,3.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00033879,NGA_STU_00032947,,Library,Variable,Reading,3.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00083006,NGA_STU_00079428,5.3,Study Group,Evening,Reading,3.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00073908,NGA_STU_00094828,9.7,Home,Morning,Reading,4.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00067246,NGA_STU_00042237,7.9,Classroom,Afternoon,Group Study,2.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00088807,NGA_STU_00070409,7.1,Study Group,Morning,Group Study,1.0,3.0,False,,2024/2025,Nigeria
NGA_HAB_00013121,NGA_STU_00086120,4.7,Library,Night,Group Study,2.0,1.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00008257,NGA_STU_00051588,5.0,Home,Evening,Reading,4.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00093380,NGA_STU_00090523,8.2,Home,Morning,Reading,5.0,2.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00013914,NGA_STU_00076816,10.1,Library,Afternoon,Reading,3.0,4.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00030902,NGA_STU_00027492,6.9,Study Group,Evening,Group Study,3.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00072858,NGA_STU_00099108,,Study Group,Morning,Reading,3.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00020292,NGA_STU_00042738,12.7,Study Group,Afternoon,Note-taking,3.0,4.0,True,Term 1,,Nigeria
NGA_HAB_00058170,NGA_STU_00084414,7.0,Study Group,Evening,Note-taking,3.0,2.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00020949,NGA_STU_00060369,22.7,Study Group,Evening,Group Study,3.0,3.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00036694,NGA_STU_00071447,6.3,Study Group,Morning,Reading,3.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00008525,NGA_STU_00025022,13.4,Home,Afternoon,Group Study,2.0,5.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00078271,NGA_STU_00014116,5.4,Classroom,Evening,Practice Problems,2.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00077402,NGA_STU_00020626,4.9,Study Group,Afternoon,Reading,3.0,5.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00077651,NGA_STU_00043079,7.5,Home,Afternoon,Group Study,5.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00099836,NGA_STU_00083023,15.8,Home,Evening,Note-taking,4.0,4.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00092271,NGA_STU_00054415,4.2,Library,Variable,Practice Problems,1.0,4.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00029775,NGA_STU_00012516,2.2,Library,Evening,Practice Problems,2.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00034807,NGA_STU_00088334,,Classroom,Afternoon,Group Study,4.0,5.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00016885,NGA_STU_00048022,8.1,Library,Night,Video Tutorials,2.0,2.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00049983,NGA_STU_00026507,7.1,Library,Variable,Practice Problems,3.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00062614,NGA_STU_00007451,11.6,Classroom,Afternoon,Reading,2.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00014228,NGA_STU_00071942,5.4,Study Group,Afternoon,Group Study,2.0,3.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00052176,NGA_STU_00019189,8.6,Classroom,Variable,Video Tutorials,3.0,5.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00008028,NGA_STU_00017718,11.3,Online,Afternoon,Note-taking,1.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00028921,NGA_STU_00087798,13.2,Online,Evening,Group Study,3.0,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00069419,NGA_STU_00010935,3.2,,Afternoon,Practice Problems,3.0,5.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00070811,NGA_STU_00073012,11.7,Library,Variable,Group Study,3.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00034363,NGA_STU_00035304,5.8,Classroom,Night,Note-taking,4.0,5.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00043203,NGA_STU_00071819,4.8,Library,Evening,Note-taking,4.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00036794,NGA_STU_00002435,8.5,Study Group,Morning,Note-taking,4.0,5.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00097026,NGA_STU_00049544,7.4,Home,Afternoon,Reading,2.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00063342,NGA_STU_00094795,2.7,Library,Morning,Group Study,3.0,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00036955,NGA_STU_00085161,4.6,Home,Afternoon,Note-taking,4.0,3.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00069228,NGA_STU_00074776,1.0,Study Group,Variable,Note-taking,2.0,1.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00009423,NGA_STU_00092103,5.8,Classroom,Morning,Reading,5.0,5.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00086000,NGA_STU_00078128,14.0,Library,Morning,Practice Problems,3.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00016958,NGA_STU_00038176,3.7,Library,Afternoon,Note-taking,3.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00021614,NGA_STU_00077160,10.1,Home,Variable,Reading,1.0,4.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00061461,NGA_STU_00014951,7.0,Home,Evening,Reading,2.0,2.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00061773,NGA_STU_00083451,14.2,Library,Morning,Flashcards,4.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00086801,NGA_STU_00060708,2.5,Library,Evening,Video Tutorials,2.0,4.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00067502,NGA_STU_00077871,7.3,Library,Evening,Note-taking,4.0,,False,Term 3,2023/2024,Nigeria
NGA_HAB_00079370,NGA_STU_00009441,11.3,Study Group,Evening,Group Study,4.0,3.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00034496,NGA_STU_00054497,4.0,Library,Night,Note-taking,3.0,2.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00043008,NGA_STU_00054100,15.0,Home,Evening,Reading,3.0,5.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00091597,NGA_STU_00065493,8.4,Home,Morning,Video Tutorials,2.0,5.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00075438,NGA_STU_00052802,7.8,Home,Afternoon,Practice Problems,2.0,4.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00029719,NGA_STU_00087420,7.9,Study Group,Morning,Group Study,2.0,5.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00038606,NGA_STU_00065526,12.9,Home,Morning,Practice Problems,3.0,5.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00077126,NGA_STU_00030819,5.2,Classroom,Morning,Practice Problems,4.0,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00097087,NGA_STU_00030078,8.4,Library,Night,Note-taking,1.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00024626,NGA_STU_00011655,8.1,Classroom,Evening,Reading,4.0,5.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00061814,NGA_STU_00049975,19.6,Home,Afternoon,Reading,5.0,1.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00069755,NGA_STU_00013582,13.9,Classroom,Afternoon,Note-taking,4.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00011930,NGA_STU_00058481,12.1,Library,Evening,Reading,5.0,4.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00016160,NGA_STU_00030484,12.5,Classroom,Morning,Note-taking,3.0,2.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00047439,NGA_STU_00020058,10.0,Library,Evening,Flashcards,1.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00034605,NGA_STU_00075012,6.0,Study Group,Night,Reading,3.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00014106,NGA_STU_00098204,9.8,Study Group,Night,Practice Problems,3.0,2.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00090650,NGA_STU_00093546,7.1,Home,Variable,Practice Problems,2.0,1.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00098434,NGA_STU_00089488,11.2,Study Group,Evening,Group Study,2.0,1.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00017502,NGA_STU_00073844,7.3,Library,Evening,Practice Problems,3.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00063485,NGA_STU_00028421,5.4,Home,Night,Note-taking,3.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00033075,NGA_STU_00061081,6.6,Library,Evening,Video Tutorials,2.0,2.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00079808,NGA_STU_00099783,3.8,Home,Afternoon,Practice Problems,4.0,5.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00090790,NGA_STU_00052799,3.3,Cafe,Evening,Group Study,5.0,5.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00093364,NGA_STU_00043485,5.4,Home,Evening,Practice Problems,1.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00018292,NGA_STU_00020099,7.7,Home,Evening,Group Study,2.0,2.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00043849,NGA_STU_00020909,8.3,Library,Evening,Practice Problems,2.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00035067,NGA_STU_00028573,10.2,Library,Morning,Reading,4.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00061392,NGA_STU_00010505,7.3,Library,Evening,Group Study,2.0,2.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00027381,NGA_STU_00065355,7.3,Home,Afternoon,Flashcards,3.0,4.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00085413,NGA_STU_00018444,11.9,Home,Afternoon,Practice Problems,3.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00013797,NGA_STU_00057183,11.7,Library,Evening,Practice Problems,3.0,5.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00001728,NGA_STU_00011303,8.1,Study Group,Afternoon,Flashcards,1.0,2.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00066100,NGA_STU_00066505,9.8,,Morning,Video Tutorials,1.0,3.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00007677,NGA_STU_00085643,5.1,Online,Evening,Reading,4.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00073314,NGA_STU_00052957,12.2,Study Group,Evening,Practice Problems,2.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00069695,NGA_STU_00082303,9.5,Home,Night,Note-taking,3.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00005438,NGA_STU_00079675,12.7,Study Group,Evening,Note-taking,4.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00073380,NGA_STU_00078586,10.6,Home,Night,Video Tutorials,3.0,2.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00034590,NGA_STU_00054969,8.5,Home,Evening,Note-taking,3.0,4.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00008452,NGA_STU_00076425,8.8,Classroom,Afternoon,Reading,3.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00006234,NGA_STU_00029327,10.0,Home,Evening,Note-taking,1.0,3.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00056579,NGA_STU_00032700,6.9,Classroom,Morning,Reading,1.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00044068,NGA_STU_00066767,4.2,Library,Morning,Reading,3.0,2.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00073661,NGA_STU_00038991,12.7,Classroom,Night,Reading,5.0,1.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00018241,NGA_STU_00071011,15.3,Classroom,Morning,Flashcards,3.0,3.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00072559,NGA_STU_00042680,9.6,Home,Evening,Note-taking,3.0,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00011372,NGA_STU_00091891,9.2,Classroom,Variable,Note-taking,3.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00053067,NGA_STU_00026265,15.6,Library,Morning,Video Tutorials,4.0,,True,Term 1,2023/2024,Nigeria
NGA_HAB_00054396,NGA_STU_00001508,16.2,Study Group,Night,Reading,5.0,2.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00060743,NGA_STU_00031983,7.9,Study Group,Evening,Reading,3.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00004232,NGA_STU_00039121,11.5,Study Group,Evening,Note-taking,2.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00066149,NGA_STU_00052296,7.4,Home,Morning,Group Study,4.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00000226,NGA_STU_00087455,6.5,Library,Morning,Note-taking,4.0,2.0,False,Term 2,,Nigeria
NGA_HAB_00038050,NGA_STU_00048431,8.1,Home,Morning,,4.0,2.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00075830,NGA_STU_00075298,9.2,Home,Variable,Group Study,4.0,4.0,False,Term 2,,Nigeria
NGA_HAB_00011712,NGA_STU_00038619,5.7,Study Group,Afternoon,Video Tutorials,2.0,4.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00089798,NGA_STU_00044914,6.6,Home,Morning,Group Study,4.0,,True,Term 3,2023/2024,Nigeria
NGA_HAB_00084721,NGA_STU_00014590,4.0,Home,Morning,Practice Problems,2.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00011650,NGA_STU_00085603,5.9,Library,Night,Flashcards,3.0,5.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00063792,NGA_STU_00046477,11.2,Classroom,Evening,Video Tutorials,3.0,5.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00018331,NGA_STU_00056550,8.5,Home,Variable,Practice Problems,4.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00059464,NGA_STU_00090571,6.9,Classroom,Evening,Reading,4.0,5.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00031838,NGA_STU_00097969,9.1,Classroom,Morning,Flashcards,3.0,2.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00035887,NGA_STU_00072853,2.7,Classroom,Morning,Note-taking,1.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00070557,NGA_STU_00030307,10.3,Home,Afternoon,Note-taking,3.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00068841,NGA_STU_00052253,11.4,Library,Variable,Reading,3.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00044299,NGA_STU_00088652,4.6,Online,Evening,Reading,3.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00039431,NGA_STU_00015979,6.9,Library,Morning,Note-taking,4.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00071757,NGA_STU_00098702,10.4,Library,Afternoon,Reading,5.0,4.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00051266,NGA_STU_00052152,4.2,Study Group,Evening,Reading,2.0,3.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00049808,NGA_STU_00013754,13.6,Home,Evening,Note-taking,3.0,1.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00086688,NGA_STU_00004152,4.8,Library,Evening,Practice Problems,1.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00061004,NGA_STU_00001250,6.4,Home,Night,Practice Problems,1.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00060770,NGA_STU_00019163,6.9,Library,Afternoon,Practice Problems,3.0,2.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00000087,NGA_STU_00082798,5.2,Library,Evening,Note-taking,2.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00077203,NGA_STU_00068286,4.4,Home,Evening,Practice Problems,3.0,4.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00051987,NGA_STU_00028883,6.8,Home,Evening,Group Study,4.0,3.0,False,Term 1,2023/2024,Nigeria
